Nom du fichier xlsx,EACEI_2022_T3,Unnamed: 2,Unnamed: 3
Date de création du fichier,2024-03-04T16:46:21,,
Onglet,Secteur d'activité,NAF_T3 : Répartition de la consommation de combustibles par usage en milliers de tonnes-équivalent-pétrole (kTEP) selon le secteur d'activité en NAF rév.2 de l'établissement,
Onglet,Effectif,TEFF_T3 : Répartition de la consommation de combustibles par usage en milliers de tonnes-équivalent-pétrole (kTEP) selon la tranche d'effectif de l'établissement,
Onglet,Région,REG_T3 : Répartition de la consommation de combustibles par usage en milliers de tonnes-équivalent-pétrole (kTEP) selon la région,
Source,Enquête sur les consommations d'énergie dans l'industrie 2022,,
,,,
COD_VAR,LIB_VAR,COD_MOD,LIB_MOD
FREQ,Fréquence,A,Annuel
TIME_PERIOD,Période temporelle,2022 -> 2022,2022 -> 2022
GEO_DATE,Millésime géographique,2022,2022
GEO_SCOPE,Périmètre géographique,FE,France entière
GEO_OBJECT,Niveau géographique,NAT,Niveau national
GEO_OBJECT,Niveau géographique,REG,Région
GEO_OBJECT,Niveau géographique,FM_DOM,France métropolitaine et DOM
GEO,Géographie,,
ACTIVITY,Activité,B07T09,"Industries extractives (à l’exception de l’extraction de houille, de lignite et d’hydrocarbures)"
ACTIVITY,Activité,C10T12,"Fabrication de denrées alimentaires, de boissons et de produits à base de tabac"
ACTIVITY,Activité,13,Fabrication de textiles
ACTIVITY,Activité,14,Industrie de l'habillement
ACTIVITY,Activité,15,Industrie du cuir et de la chaussure
ACTIVITY,Activité,16,"Travail du bois et fabrication d'articles en bois et en liège, à l’exception des meubles ; fabrication d’articles en vannerie et sparterie"
ACTIVITY,Activité,17,Industrie du papier et du carton
ACTIVITY,Activité,18,Imprimerie et reproduction d'enregistrements
ACTIVITY,Activité,20,Industrie chimique
ACTIVITY,Activité,21,Industrie pharmaceutique
ACTIVITY,Activité,22,Fabrication de produits en caoutchouc et en plastique
ACTIVITY,Activité,23,Fabrication d'autres produits minéraux non métalliques
ACTIVITY,Activité,24,Métallurgie
ACTIVITY,Activité,25,"Fabrication de produits métalliques, à l'exception des machines et des équipements"
ACTIVITY,Activité,26,"Fabrication de produits informatiques, électroniques et optiques"
ACTIVITY,Activité,27,Fabrication d'équipements électriques
ACTIVITY,Activité,28,Fabrication de machines et équipements n.c.a.
ACTIVITY,Activité,29,Industrie automobile
ACTIVITY,Activité,30,Fabrication d'autres matériels de transport
ACTIVITY,Activité,31,Fabrication de meubles
ACTIVITY,Activité,32,Autres industries manufacturières
ACTIVITY,Activité,33,Réparation et installation de machines et d'équipements
ACTIVITY,Activité,38,"Collecte, traitement et élimination des déchets ; récupération"
ACTIVITY,Activité,_T,Total
COMPARE_TIME,Indicateur de comparabilité aux années antérieures,1_2005,Comparable aux années postérieures à 2005
COMPARE_TIME,Indicateur de comparabilité aux années antérieures,_Z,Non applicable
EACEI_MEASURE,Mesure EACEI,GAZR_USQFAB,Quantités de gaz consommées pour la fabrication
EACEI_MEASURE,Mesure EACEI,GAZR_USQ2,Quantités de gaz consommées en tant que matières premières
EACEI_MEASURE,Mesure EACEI,GAZR_USQ3,Quantités de gaz consommées pour la production d’électricité
EACEI_MEASURE,Mesure EACEI,GAZR_USQ4,Quantités de gaz consommées pour le chauffage ou un autre usage
EACEI_MEASURE,Mesure EACEI,GAZR_USQ9,Quantités de gaz consommées pour la mobilité sur site
EACEI_MEASURE,Mesure EACEI,GAZR_CSTP,Quantités de gaz naturel et autres gaz consommées
EACEI_MEASURE,Mesure EACEI,LR_USQFAB,Quantités de fioul domestique consommées pour la fabrication
EACEI_MEASURE,Mesure EACEI,LR_USQ2,Quantités de fioul domestique consommées en tant que matières premières
EACEI_MEASURE,Mesure EACEI,LR_USQ3,Quantités de fioul domestique consommées pour la production d’électricité
EACEI_MEASURE,Mesure EACEI,LR_USQ4,Quantités de fioul domestique consommées pour le chauffage ou un autre usage
EACEI_MEASURE,Mesure EACEI,LR_CSTP,Quantités de fioul domestique consommées
EACEI_MEASURE,Mesure EACEI,QR_USQFAB,Quantités de gazole non routier consommées pour la fabrication
EACEI_MEASURE,Mesure EACEI,QR_USQ2,Quantités de gazole non routier consommées en tant que matières premières
EACEI_MEASURE,Mesure EACEI,QR_USQ3,Quantités de gazole non routier consommées pour la production d’électricité
EACEI_MEASURE,Mesure EACEI,QR_USQ4,Quantités de gazole non routier consommées pour le chauffage ou un autre usage
EACEI_MEASURE,Mesure EACEI,QR_USQ9,Quantités de gazole non routier consommées pour la mobilité sur site
EACEI_MEASURE,Mesure EACEI,QR_CSTP,Quantités de gazole non routier consommées
EACEI_MEASURE,Mesure EACEI,PR_USQ2,Quantités d’hydrogène consommées en tant que matières premières
EACEI_MEASURE,Mesure EACEI,PR_USQ8,Quantités d’hydrogène utilisées pour la combustion (hors production d’électricité)
EACEI_MEASURE,Mesure EACEI,PR_USQ3,Quantités d’hydrogène utilisées pour la production d’électricité
EACEI_MEASURE,Mesure EACEI,PR_USQ4,Quantités d’hydrogène utilisées pour le chauffage ou un autre usage
EACEI_MEASURE,Mesure EACEI,PR_USQ9,Quantités d’hydrogène utilisées pour la mobilité sur site
EACEI_MEASURE,Mesure EACEI,PR_CSTP,Quantités d’hydrogène consommées
